#                   z                   PhiSFR  
                  0.0     0.007229989999350378  
  0.10507400218808605     0.011831119951265935  
   0.2211885503119937     0.018271351345665637  
   0.3495037187195418     0.019597168782794563  
  0.49130147541310887       0.0255628779780264  
   0.6479984899037616      0.03175973842970646  
    0.821160286837872      0.03903235867886218  
   1.0125168868019299      0.05208597272751348  
   1.2239800905693157      0.07073480067390231  
   1.4576625794720552      0.08667343277092002  
    1.715899022725079      0.09445479240533035  
   2.0012694025815145      0.09751674714783556  
   2.3166247903554003      0.09462157559225454  
   2.6651158308342633      0.08460169071159028  
   3.0502242196629314      0.07007573856496446  
   3.4757974881820326     0.053512162223606656  
    3.946087443248701      0.03811319042084561  
     4.46579264608308     0.025705586085265835  
    5.040105354537237      0.01665951601204117  
    5.674763397776153     0.010351925684057194  
     6.37610750163904     0.006149355076825286  
    7.151144637405817    0.0034564370593151037  
       8.007618026872    0.0017916067842953958  
    8.954084503136993    0.0007979246277309054  
   10.000000000000002   0.00022450430697563243  
