#                   z                  PhiSFR  
                  0.0    0.003680074872538384  
  0.10507400218808605   0.0073205180679319646  
   0.2211885503119937     0.01352578697137154  
   0.3495037187195418    0.017494185792655652  
  0.49130147541310887    0.025657670667730798  
   0.6479984899037616     0.03496218428693684  
    0.821160286837872    0.045645391298628935  
   1.0125168868019299      0.0622006859549717  
   1.2239800905693157     0.08388048244217211  
   1.4576625794720552     0.10059084932918504  
    1.715899022725079     0.10637305624823373  
   2.0012694025815145     0.10603342030827895  
   2.3166247903554003     0.09954765067116345  
   2.6651158308342633      0.0867000244201537  
   3.0502242196629314     0.07062186087934337  
   3.4757974881820326     0.05383360557263456  
    3.946087443248701     0.03899962630132642  
     4.46579264608308    0.027310616341963728  
    5.040105354537237     0.01873831101347045  
    5.674763397776153    0.012549794874211031  
     6.37610750163904     0.00816166015740078  
    7.151144637405817    0.005088550595491783  
       8.007618026872   0.0029563910413828156  
    8.954084503136993     0.00148750537681154  
   10.000000000000002   0.0004754343175223572  
