#                   z                  PhiSFR  
                  0.0    0.012673777095332295  
  0.10507400218808605     0.02008769006668659  
   0.2211885503119937    0.030398682237107216  
   0.3495037187195418     0.03390127780151645  
  0.49130147541310887     0.04277449646142097  
   0.6479984899037616      0.0520771244559053  
    0.821160286837872     0.06240279424755241  
   1.0125168868019299     0.07881843236699779  
   1.2239800905693157     0.09970526731908905  
   1.4576625794720552     0.11399619967378578  
    1.715899022725079      0.1160657886540867  
   2.0012694025815145     0.11150510576271325  
   2.3166247903554003     0.10050193532565957  
   2.6651158308342633     0.08343867699272739  
   3.0502242196629314     0.06538497860420128  
   3.4757974881820326     0.04875974983608512  
    3.946087443248701    0.035319107233374586  
     4.46579264608308    0.025191278988401677  
    5.040105354537237    0.017689837335769985  
    5.674763397776153    0.012210077912060368  
     6.37610750163904    0.008230826832698886  
    7.151144637405817    0.005347304206871193  
       8.007618026872   0.0032526227780138354  
    8.954084503136993   0.0017206445529797413  
   10.000000000000002   0.0005803694766855687  
