#                   z                  PhiSFR  
                  0.0    0.008742976773543153  
  0.10507400218808605    0.014149333097256484  
   0.2211885503119937     0.02161278810892659  
   0.3495037187195418    0.023449353811718053  
  0.49130147541310887    0.029327642034138564  
   0.6479984899037616    0.035167020921555936  
    0.821160286837872     0.04140764478410508  
   1.0125168868019299     0.05187590078750752  
   1.2239800905693157     0.06565943291813238  
   1.4576625794720552     0.07539369001207727  
    1.715899022725079      0.0774068842054203  
   2.0012694025815145     0.07555097243648835  
   2.3166247903554003     0.06957365526999697  
   2.6651158308342633     0.05933843486465598  
   3.0502242196629314     0.04830398768426454  
   3.4757974881820326     0.03777757906762129  
    3.946087443248701    0.028904901733647622  
     4.46579264608308     0.02188161638465656  
    5.040105354537237    0.016348558080785024  
    5.674763397776153    0.012032313674483722  
     6.37610750163904    0.008663238560132028  
    7.151144637405817    0.006019308001348367  
       8.007618026872    0.003919693112826333  
    8.954084503136993   0.0022214590807427457  
   10.000000000000002   0.0008031892372297021  
